asset_slug,concept_slug,sub,batch,subject,class_,chapter,concept,file,width,height,sha256,cleanup,note,ncert_labels,licence,source_url,author,status
bio11-ch4-class-cyclostomata--chondrichthyes-and-osteichthyes--c,bio11-ch4-class-cyclostomata--chondrichthyes-and-osteichthyes,c,5,bio,11,Animal Kingdom,"Class Cyclostomata, Chondrichthyes and Osteichthyes",masters/bio11-ch4-class-cyclostomata--chondrichthyes-and-osteichthyes--c.png,896,560,68f9b6db12a090fa82450fed56b7589df88a655b58976b5d76dd65537977276c,none,Labeo,"circular sucking mouth, gill slit, placoid scale, ventral mouth, heterocercal tail, pectoral fin, operculum, homocercal tail, cycloid scale",generated-free,generated:gemini:batch5/bio11-ch4-class-cyclostomata--chondrichthyes-and-osteichthyes--c,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch4-class-amphibia-and-reptilia--b,bio11-ch4-class-amphibia-and-reptilia,b,5,bio,11,Animal Kingdom,Class Amphibia and Reptilia,masters/bio11-ch4-class-amphibia-and-reptilia--b.png,896,560,09676fe7d6f82315e0c8a28940f5acf91cc8269ef496d717eda72296a653b288,none,Chelone,"moist skin, webbed foot, tympanum, scale, shell, hood, prehensile tail",generated-free,generated:gemini:batch5/bio11-ch4-class-amphibia-and-reptilia--b,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch4-class-amphibia-and-reptilia--c,bio11-ch4-class-amphibia-and-reptilia,c,5,bio,11,Animal Kingdom,Class Amphibia and Reptilia,masters/bio11-ch4-class-amphibia-and-reptilia--c.png,896,560,45f1529814042a96bc4374252bf78a70f23df6ad4de14c802a0a1849904b2add,none,Naja,"moist skin, webbed foot, tympanum, scale, shell, hood, prehensile tail",generated-free,generated:gemini:batch5/bio11-ch4-class-amphibia-and-reptilia--c,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch4-class-amphibia-and-reptilia--d,bio11-ch4-class-amphibia-and-reptilia,d,5,bio,11,Animal Kingdom,Class Amphibia and Reptilia,masters/bio11-ch4-class-amphibia-and-reptilia--d.png,896,560,2bb3dc3c8452a37e668cd702f8f092fcd5baa4256b8875b3cc55fa87cd03368d,none,Chameleon,"moist skin, webbed foot, tympanum, scale, shell, hood, prehensile tail",generated-free,generated:gemini:batch5/bio11-ch4-class-amphibia-and-reptilia--d,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch4-class-aves-and-mammalia--a,bio11-ch4-class-aves-and-mammalia,a,5,bio,11,Animal Kingdom,Class Aves and Mammalia,masters/bio11-ch4-class-aves-and-mammalia--a.png,896,560,1be1a8b96ddea44e818420a8a51279435c815cbb68269b32dbc6f5d78bf5ad3e,none,pigeon + bone inset,"feather, beak, wing, hollow bone, air cavity, fur, pouch, mammary gland",generated-free,generated:gemini:batch5/bio11-ch4-class-aves-and-mammalia--a,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch4-class-aves-and-mammalia--b,bio11-ch4-class-aves-and-mammalia,b,5,bio,11,Animal Kingdom,Class Aves and Mammalia,masters/bio11-ch4-class-aves-and-mammalia--b.png,896,560,fcea58381b1de2a40fbc843e4182654b57892186b6c31b6248a4d97bd33477a3,none,Ornithorhynchus,"feather, beak, wing, hollow bone, air cavity, fur, pouch, mammary gland",generated-free,generated:gemini:batch5/bio11-ch4-class-aves-and-mammalia--b,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch4-class-aves-and-mammalia--c,bio11-ch4-class-aves-and-mammalia,c,5,bio,11,Animal Kingdom,Class Aves and Mammalia,masters/bio11-ch4-class-aves-and-mammalia--c.png,896,560,b165418cc1a13251bcce38c1e6b6d602cda8dc31c470ab56be3ce4faf31f3d70,none,Macropus,"feather, beak, wing, hollow bone, air cavity, fur, pouch, mammary gland",generated-free,generated:gemini:batch5/bio11-ch4-class-aves-and-mammalia--c,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch4-class-aves-and-mammalia--d,bio11-ch4-class-aves-and-mammalia,d,5,bio,11,Animal Kingdom,Class Aves and Mammalia,masters/bio11-ch4-class-aves-and-mammalia--d.png,896,560,75c7369803fffcb94eb0fece6a4005a46048832ff0857233f064b0ac4b90b4c4,none,Pteropus,"feather, beak, wing, hollow bone, air cavity, fur, pouch, mammary gland",generated-free,generated:gemini:batch5/bio11-ch4-class-aves-and-mammalia--d,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch7-earthworm--circulatory--excretory-and-reproductive-systems--a,bio11-ch7-earthworm--circulatory--excretory-and-reproductive-systems,a,5,bio,11,Structural Organisation in Animals,"Earthworm: Circulatory, Excretory and Reproductive Systems",masters/bio11-ch7-earthworm--circulatory--excretory-and-reproductive-systems--a.png,896,560,b21c6daa394738e29eee0faa817df22024946d699344cbfd04d5f4e746c117e3,none,,"dorsal blood vessel, ventral blood vessel, lateral heart, supra-oesophageal vessel, septal nephridium, pharyngeal nephridium, integumentary nephridium, testis, testis sac, seminal vesicle, vas deferens, prostate gland, ovary, oviduct, spermatheca",generated-free,generated:gemini:batch5/bio11-ch7-earthworm--circulatory--excretory-and-reproductive-systems--a,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch7-earthworm--circulatory--excretory-and-reproductive-systems--b,bio11-ch7-earthworm--circulatory--excretory-and-reproductive-systems,b,5,bio,11,Structural Organisation in Animals,"Earthworm: Circulatory, Excretory and Reproductive Systems",masters/bio11-ch7-earthworm--circulatory--excretory-and-reproductive-systems--b.png,896,560,1d06101282c7103449b7318dbac28744a2b165b15021431789ac7497012a0d20,strip_labels,captions + labels,"dorsal blood vessel, ventral blood vessel, lateral heart, supra-oesophageal vessel, septal nephridium, pharyngeal nephridium, integumentary nephridium, testis, testis sac, seminal vesicle, vas deferens, prostate gland, ovary, oviduct, spermatheca",generated-free,generated:gemini:batch5/bio11-ch7-earthworm--circulatory--excretory-and-reproductive-systems--b,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch7-earthworm--circulatory--excretory-and-reproductive-systems--c,bio11-ch7-earthworm--circulatory--excretory-and-reproductive-systems,c,5,bio,11,Structural Organisation in Animals,"Earthworm: Circulatory, Excretory and Reproductive Systems",masters/bio11-ch7-earthworm--circulatory--excretory-and-reproductive-systems--c.png,924,578,3e7a555415c2f93138da63d8284bcf265657c8e94fab05896e869eb6993bcef8,crop,segment numbers cropped off (strip would erase the segment outlines),"dorsal blood vessel, ventral blood vessel, lateral heart, supra-oesophageal vessel, septal nephridium, pharyngeal nephridium, integumentary nephridium, testis, testis sac, seminal vesicle, vas deferens, prostate gland, ovary, oviduct, spermatheca",generated-free,generated:gemini:batch5/bio11-ch7-earthworm--circulatory--excretory-and-reproductive-systems--c,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch7-connective-tissue--types-and-matrix--a,bio11-ch7-connective-tissue--types-and-matrix,a,2,bio,11,Structural Organisation in Animals,Connective Tissue: Types and Matrix,masters/bio11-ch7-connective-tissue--types-and-matrix--a.png,896,560,6eb9b21edd7b64d99e8d92852104915de7d763bfea5d678cc3f9b58a0430cf71,none,areolar,"fibroblast, collagen fibre, elastin fibre, macrophage, mast cell, matrix, adipocyte, fat droplet, tendon, chondrocyte, lacuna, osteocyte, Haversian canal, lamella, canaliculus",generated-free,generated:gemini:batch2/bio11-ch7-connective-tissue--types-and-matrix--a,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch7-connective-tissue--types-and-matrix--e,bio11-ch7-connective-tissue--types-and-matrix,e,2,bio,11,Structural Organisation in Animals,Connective Tissue: Types and Matrix,masters/bio11-ch7-connective-tissue--types-and-matrix--e.png,896,560,5750c43af28f22929fac05b271ce08605d76f45bb606a3c960b1c61f9262b2b3,none,compact bone,"fibroblast, collagen fibre, elastin fibre, macrophage, mast cell, matrix, adipocyte, fat droplet, tendon, chondrocyte, lacuna, osteocyte, Haversian canal, lamella, canaliculus",generated-free,generated:gemini:batch2/bio11-ch7-connective-tissue--types-and-matrix--e,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--a,bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac,a,2,bio,11,Structural Organisation in Animals,"Muscular Tissue: Skeletal, Smooth and Cardiac",masters/bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--a.png,952,595,0b175a1adb03db7fffaf22fd764d88332dc2deb26cc63024bc02d7bfdb130dea,none,skeletal,"skeletal muscle fibre, striation, nucleus, sarcolemma, smooth muscle fibre, spindle shape, cardiac muscle fibre, intercalated disc, branching",generated-free,generated:gemini:batch2/bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--a,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch7-earthworm--morphology-and-digestive-system--a,bio11-ch7-earthworm--morphology-and-digestive-system,a,2,bio,11,Structural Organisation in Animals,Earthworm: Morphology and Digestive System,masters/bio11-ch7-earthworm--morphology-and-digestive-system--a.png,896,560,9c2789c49c8ac6ba3280a457a8c67e25449b446f24e72dc3de509c2d1e653e8b,none,Pheretima dorsal,"prostomium, peristomium, mouth, clitellum, seta, genital papilla, female genital pore, male genital pore, spermathecal pore, anus, buccal cavity, pharynx, oesophagus, gizzard, stomach, intestine, typhlosole, calciferous gland, intestinal caeca",generated-free,generated:gemini:batch2/bio11-ch7-earthworm--morphology-and-digestive-system--a,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch6-simple-permanent-tissues--parenchyma--collenchyma-and-sclerenchyma--b,bio11-ch6-simple-permanent-tissues--parenchyma--collenchyma-and-sclerenchyma,b,3,biology,11,Anatomy of Flowering Plants,"Simple Permanent Tissues: Parenchyma, Collenchyma and Sclerenchyma",masters/bio11-ch6-simple-permanent-tissues--parenchyma--collenchyma-and-sclerenchyma--b.png,896,560,98f3190fc39ac336ef208a3bdebb8c40cc4d4485cff6eea09aa1a9d28709cb8c,none,"collenchyma; label list authored per sub-asset, not shared across the set","collenchyma, cell wall, thickened corner",generated-free,generated:gemini:batch3/bio11-ch6-simple-permanent-tissues--parenchyma--collenchyma-and-sclerenchyma--b,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch6-xylem--structure-and-conducting-elements,bio11-ch6-xylem--structure-and-conducting-elements,,3,bio,11,Anatomy of Flowering Plants,Xylem: Structure and Conducting Elements,masters/bio11-ch6-xylem--structure-and-conducting-elements.png,896,560,631e71518da2c4152c7f06c9736b7f2e5f3d968361b148df7406f43031d18785,strip_labels,labelled top+bottom,"tracheid, vessel, xylem fibre, xylem parenchyma, pit, perforation plate, lignified wall, tapering end",generated-free,generated:gemini:batch3/bio11-ch6-xylem--structure-and-conducting-elements,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch6-phloem--structure-and-conducting-elements,bio11-ch6-phloem--structure-and-conducting-elements,,3,bio,11,Anatomy of Flowering Plants,Phloem: Structure and Conducting Elements,masters/bio11-ch6-phloem--structure-and-conducting-elements.png,896,560,2d252f9b89f01363cb48d6af23eed4be9e0649141fc2b9a7f08398603be650b9,none,,"sieve tube element, sieve plate, sieve pore, companion cell, phloem parenchyma, phloem fibre, nucleus",generated-free,generated:gemini:batch3/bio11-ch6-phloem--structure-and-conducting-elements,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch6-epidermal-tissue-system--epidermis--stomata-and-trichomes--a,bio11-ch6-epidermal-tissue-system--epidermis--stomata-and-trichomes,a,3,bio,11,Anatomy of Flowering Plants,"Epidermal Tissue System: Epidermis, Stomata and Trichomes",masters/bio11-ch6-epidermal-tissue-system--epidermis--stomata-and-trichomes--a.png,952,595,9a54a31e990e0f273dee6fa7de76edc6c920da02fe0c26c9860a82c55b3d65eb,none,dicot stoma,"guard cell, stomatal pore, subsidiary cell, epidermal cell, chloroplast, cuticle, dumbbell-shaped guard cell, root hair, trichome",generated-free,generated:gemini:batch3/bio11-ch6-epidermal-tissue-system--epidermis--stomata-and-trichomes--a,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch2-fungal-structure--nutrition-and-modes-of-reproduction--c,bio11-ch2-fungal-structure--nutrition-and-modes-of-reproduction,c,4,bio,11,Biological Classification,"Fungal Structure, Nutrition and Modes of Reproduction",masters/bio11-ch2-fungal-structure--nutrition-and-modes-of-reproduction--c.png,896,560,dca8f376a2f86d6fd8c4137971318dea04c14313ef249e20b17b1515fba3485f,strip_labels,"+/- signs, divider","hypha, mycelium, septum, coenocytic hypha, sporangium, spore, sporangiophore, rhizoid, stolon",generated-free,generated:gemini:batch4/bio11-ch2-fungal-structure--nutrition-and-modes-of-reproduction--c,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch3-algae--chlorophyceae--phaeophyceae-and-rhodophyceae--e,bio11-ch3-algae--chlorophyceae--phaeophyceae-and-rhodophyceae,e,4,bio,11,Plant Kingdom,"Algae: Chlorophyceae, Phaeophyceae and Rhodophyceae",masters/bio11-ch3-algae--chlorophyceae--phaeophyceae-and-rhodophyceae--e.png,896,560,ae0d59bcd989ac5b70e7b2bae57138f52117174150cd77eb65f8b0c613057d92,none,Polysiphonia,"flagellum, cup-shaped chloroplast, pyrenoid, eyespot, nucleus, cell wall, colony, spiral chloroplast, holdfast, stipe, blade",generated-free,generated:gemini:batch4/bio11-ch3-algae--chlorophyceae--phaeophyceae-and-rhodophyceae--e,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch3-bryophytes--liverworts-and-mosses--a,bio11-ch3-bryophytes--liverworts-and-mosses,a,4,bio,11,Plant Kingdom,Bryophytes: Liverworts and Mosses,masters/bio11-ch3-bryophytes--liverworts-and-mosses--a.png,896,560,0148291e587242d5026eaba23056a76be1b41fd1bdf70ccbc528a845086a3fa6,none,Marchantia,"thallus, gemma cup, rhizoid, antheridiophore, archegoniophore, leaf, stem, seta, capsule, operculum, peristome",generated-free,generated:gemini:batch4/bio11-ch3-bryophytes--liverworts-and-mosses--a,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch4-phylum-arthropoda--a,bio11-ch4-phylum-arthropoda,a,5,bio,11,Animal Kingdom,Phylum Arthropoda,masters/bio11-ch4-phylum-arthropoda--a.png,896,560,5b7cff8cc73398bd9341d0b3b6ad1eb2726aea3d6bb4c53681f46c2d72901493,none,Apis,"head, thorax, abdomen, antenna, compound eye, jointed appendage, wing, exoskeleton, sting",generated-free,generated:gemini:batch5/bio11-ch4-phylum-arthropoda--a,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch4-phylum-arthropoda--d,bio11-ch4-phylum-arthropoda,d,5,bio,11,Animal Kingdom,Phylum Arthropoda,masters/bio11-ch4-phylum-arthropoda--d.png,1376,860,2927142fdc1cf6884ad0c0c81ec55da47eb09061f20e2e95d0aa5563183c16c1,none,prawn,"head, thorax, abdomen, antenna, compound eye, jointed appendage, wing, exoskeleton, sting",generated-free,generated:gemini:batch5/bio11-ch4-phylum-arthropoda--d,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch4-phylum-mollusca--b,bio11-ch4-phylum-mollusca,b,5,bio,11,Animal Kingdom,Phylum Mollusca,masters/bio11-ch4-phylum-mollusca--b.png,1376,860,ea9eae7dbd64b6e8cf4808fa0047433f053a6697f0ac5a0e9dd180fcc6c43ef6,none,Octopus,"shell, mantle, foot, tentacle, visceral hump, head, radula, siphon",generated-free,generated:gemini:batch5/bio11-ch4-phylum-mollusca--b,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch6-cork-cambium--periderm-and-lenticels,bio11-ch6-cork-cambium--periderm-and-lenticels,,4,bio,11,Anatomy of Flowering Plants,"Cork Cambium, Periderm and Lenticels",masters/bio11-ch6-cork-cambium--periderm-and-lenticels.png,1376,860,9ea2513f7aefb370c2ea44c44fe9b6d9e107ea318a5646e266fc7e39beee04bf,strip_labels,"redo, correct order; labelled","phellem, phellogen, phelloderm, periderm, lenticel, complementary cell, epidermis, cortex",generated-free,generated:gemini:batch4/bio11-ch6-cork-cambium--periderm-and-lenticels,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch3-algae--chlorophyceae--phaeophyceae-and-rhodophyceae--b,bio11-ch3-algae--chlorophyceae--phaeophyceae-and-rhodophyceae,b,4,bio,11,Plant Kingdom,"Algae: Chlorophyceae, Phaeophyceae and Rhodophyceae",masters/bio11-ch3-algae--chlorophyceae--phaeophyceae-and-rhodophyceae--b.png,1376,860,1096012312efa625247ce1b1771020ccf90848700073bbb3c240e46ae2f7ae88,none,Volvox,"flagellum, cup-shaped chloroplast, pyrenoid, eyespot, nucleus, cell wall, colony, spiral chloroplast, holdfast, stipe, blade",generated-free,generated:gemini:batch4/bio11-ch3-algae--chlorophyceae--phaeophyceae-and-rhodophyceae--b,"MonkLearning (AI-generated, Gemini)",accepted
bio11-ch7-frog--circulatory-and-respiratory-systems--a,bio11-ch7-frog--circulatory-and-respiratory-systems,a,1,bio,11,Structural Organisation in Animals,Frog: Circulatory and Respiratory Systems,masters/bio11-ch7-frog--circulatory-and-respiratory-systems--a.png,1800,1240,21bc285f3fc51cf15933dc21bf23dc43b0fd4f2778595d00f4514d7ba660b7fa,strip_labels,drawn in-house; master of record is content/illustrations/svg/. Raster rendered from it with the label layer hidden. 1800px so no @2x is ever requested.,"sinus venosus, right atrium, left atrium, ventricle, conus arteriosus, truncus arteriosus, carotid arch, systemic arch, pulmocutaneous arch, pulmonary vein, precaval vein, postcaval vein, lung, buccal cavity, glottis, skin",generated-free,generated:svg:tier3/bio11-ch7-frog--circulatory-and-respiratory-systems--a,MonkLearning (hand-authored SVG),accepted
